2018-04-26 06:40:16	75baba6e8b8275a379a02f0968ea783b:eitsuYI6UugHWue5K2zMlOv6WJuKMlLE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	220.136.181.217
2018-04-26 23:09:53	2b3dd851b980e9f6d8d0289732599e69:08aW2vFZTNFgeH5lH5R067EgU0EcEesS	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:12:36	26bfe4425a69cfbcc026ad017c3cf6c1:BNtjD7CydGdRmfK3YlPpA2d9kmHFx5dj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:13:38	9afeb0cdf97ad6495b1fcf4bf79edc55:ANsPQcnQBmp1xzyYsHY1QGL9yf5ZKeeQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:15:04	0c27478a2f39f5b717fcb20e8bd93456:TVzVxnR4PelOwbxxfp9CHUdVOzjBjvKo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:16:07	5cb3e71889934c388cfc757d6659eda0:8cIoXZU1b56cuFgtUmR00nOW6J6f2xBl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:34:43	b2d777a66a281258781c225f1d9a25b8:u0c4OifgScTL3m5hYreAtZ3kuVljh6QJ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:35:38	2841f5f521810837d447fe3159ff9863:iuwL0tcYfO6hv3jd3Sd5vCJo5mIkWkUS	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:36:29	5d1dfee75c471f4b32785f7953aa3673:Lucxs4f4CwgSiZCuxTivwkORXzY1bXTm	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:37:35	4c952ea2a25191627c18ca40db160c4c:PedzISh0HlNAWVChsoIUTPe7tvstcMBC	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:38:45	6b2238bc607c71e6de239deb3652dce5:0nHgOWXwakSEF0WiGOcWoIPDv2VWCo6a	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:39:55	a3f36e1a54f97b972bb42027d84c73dd:Kv4gUAPNb9WytxsouxCjnlLcZX0Lyk3t	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:41:03	e15c4508965e6134fb71a9907feac845:UNi2e3xO7ULKqdE8xVj3QpVOeSuDhOn3	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:42:08	fd276226f3162324d818bf209c4928ca:7YSKBwYFtmSgk9o7vKhrk8fUOgIK42xM	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:42:59	464175795d92aa575af42b08326fb4b1:hB901cZoqi5QVo3do4qY3vJfFANAkHnu	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:44:07	4bd09a3d602b9c41feef1d987d60557e:7yMqRtJLFnKKIMs1uAPZFXhpctphFOvw	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:45:23	29bf14ff52928d84e162a782c9bae8e2:cjmyE5sOKXJc2kn8hCIEzNCzkla4nvk6	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:46:25	71b01c96a36a6775f017afef38dcf614:hVaNv8AszjvM0pAhCBIsivklBE10vqry	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:47:18	02baa7604d3317695396c0c086e85f78:szNeK13EtJohzTgJuSNQ92aEVoulboEE	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:48:23	664baab29f4511f07b6f7b967dac4081:6BSO0iaklISpCdqtq9AipHQIJf6HVkXj	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:49:14	0815f9be21ec5b2568051b8ccaf8132e:c0GjrGay2lnIMOxWqvzUGtbeIfDmRy0C	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.185.0.157
2018-04-26 23:49:30	c8eedcdd8986bf9469c4f4438fe30e93:cZ0pGwlvAUl43DhinJZKCerLmrC7NGbc	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:50:28	b2ddafa5e37bb233ccce42c6b864e39f:FCWBEVkxNSXRpRO6rXCDKhECKVZgFixA	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:51:34	101c369347588e7c84890fedf770e409:c2YdobBpCrEH7wTl0XHme96Y1fKXU9ln	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:52:52	fdc6eb4aff69e417b4180526051de8cf:JteGMtm2Y5TjoMsUfg9oDxi8a9kuNTYB	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:54:04	fd6615667ca10391c98cdc401708362e:zkKPcDRTKFMInKZ65AutDwsYSWjblntV	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:55:30	4faae2c428cf93b0f237553c2815fbdc:6UbuIHX5CJGcaNeOcM3ERgNCv763TEZ2	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:56:34	2e19f035491bc4daa34b755b524acf7f:naN2D1FxANpFsTJS3tEY8dkgg57tkZJU	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:58:32	1bc62998ebd17b4b0fa458edb0c5980a:xCjwSnEHTSaDJYdYkYYZFzfmoBzo4hyg	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:58:49	83a34b5e371cea43314ae90cf26a87f7:t3sz6tW2wT9Tm0H0KVgdxtJAHcrt2aww	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.185.0.157
2018-04-26 23:59:27	0003027ed446931a7c093e6a59f7f53f:JX1vWvA173GxWo5DFKtZAGVxtR1OH1Q9	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	123.192.187.78
2018-04-26 23:59:29	d4af29c54f790ca93f8ae193010a33dc:hqlJXuNxa7vS1XUweqQXmV2inbE08zii	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.185.0.157
