2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 09:18:17	64fdcf36ba3543b93d39b7430e67ea6f:zYrqZXYzDtPQ3C6izW4oCBZ8ShjkUdud	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.17.32
2018-04-30 09:18:18	15ff232278f91dc3cb8ab0460a523109:5DmAoH0KU6Qk1uw2UFW5oMHIjvSGR1DG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:19:02	dea09d8c23c86e3dd07ba4a27b53ea40:RomQqjwXZBilt3khcFjTwmsMsFI7BkxW	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:19:55	1c50f65846764da2165f6e1f56a789f8:qwGzz97mERq4SU3cyFSXYusGf0h40p6a	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:19:56	8666c19b6a2f9b9df959860476bb2d4a:Y3pIg8FKR4tLWhGn7T67xXhLrT9WlP0d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:21:02	940140f15ef171889f88b7d1553f45cc:66LrWrp6H8qFOSTnyyDJuKRgznzGO6NV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:21:17	14631ce85215a30909feba702bc4cfc2:15WDIIA1wDfbLcAJKIkXstIyLjLGvjkx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:21:26	6ee580f49a726450c30065cc837d1d7f:9AOmhMEBLuyEs7b38VD1VAD7DGrlbByX	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 09:22:10	c24e72dc29201aa296c93f9e31a07204:oi7RZMhDztORDTzHJFCAI3zZfWOfA2Wf	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:22:16	9ab1f0d3499c4977815bdb3f13e48b9e:Ka6WfnJEgTF01XqEUqpDIDp5nohOyelg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:22:44	f64d1bb716d5f80af32aa57281eb3ae9:zv6zGffQDSpFjZ0jvGvvqa8dVZ36R9oz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:23:23	d06bd836a1e8e96ced2383911007cb16:g5APRyexk571fni5JINlnr2U9xczVfBm	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	27.242.137.33
2018-04-30 09:23:41	7791618c43202f876f2eb274192d392b:OAGuVLTerxlAAqvsCtVmnVz8HT1YYjnx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:23:41	7b5ab598a37201758c6a26e88eb3b209:fscNFp2utR5VXsGXSlfssVW6wabufDNQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:23:59	354931b41ba1392c0ac55b608687168e:NQHPopzjJKc9xkdWbaPw4cJSiMPP82nY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 09:24:45	4ab32ab7211676981c4c38b8d7491894:vq0q1DGyQHFtSMgG5a8JBE0HOMnYwHxn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:24:54	1c1806985e26d5f86b57d572b2bac63f:WILo86mPp58YURV6eyZWRSVYItoU19wq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:24:58	10fd647cb7df96954f79ac9486b78669:i1XbM0hWNzy2zMKmoaoANqMNimYBi5Hg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:26:08	d40e4c35437f9f0d15a36e5628a663e2:dVZ8qY6suiQvzuvIBY3cUirrPPHjXrAQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:26:18	bb550ecc84abfd009779ba5809778b74:1tG3CuzTATKnOi5bcFGEtWWlMuP7UzCL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 09:26:48	b038a2db0f86fd57f943af3925180907:sdQeKRjnqtfkukAY2shwLlNbrs1gZkot	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:26:52	a888980d6e489b3e8cf49aeda755f10f:GNIycewSlZcLaWlpKp1gV6BZr7rZjuG1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 09:27:16	b22407270df910c28a4b567d5f50ce1d:b11uwpEnXWV35B2IMEbhwJkXQjuMEmx2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:28:23	902c4f22f9ad97f35f1fc6bc9af15322:L2EOwByPDhsP4zkzp6TTuHf7VINeo1qd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:28:45	328ce77794b54ae0a7c2ac564801f2e3:EAtaKghrEBESemEh9vzhm67QDDrfzVRy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	1.34.188.44
2018-04-30 09:28:48	5f1eccc824438c87144510e929d08ec1:GNOKMGITNbo3HcIMM1HneHeTdof5FpPx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:29:11	e671b4953e6c89e548938bf7b29a0bf1:EYNh8d1SkLZMmqhIDuXsOqtx0EJDrpRl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:29:35	e33b092c93fc889ae4b86a9517e7a0e5:QfT8xnsTb5gBIOx1F0YINrzRXhO3vCZx	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:30:26	68c7e791f99a17ba651119c008cbaa48:1lgrNB5Dt4wIOWti7G3Q8Da8NqWqWnbq	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 09:30:28	5e2b42c319dfc32a4b95d1b06d8b6c5f:w3hOGVfuU03wtqY1fexFHQcZCGszVgj0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:30:32	592638d6f20171f9c9eeec3dd402e319:PGgkKmWISwtIsEpdGKBbA0ry6dAzB9ev	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:31:15	c768fc2d8f4247a66a4012550ecc42a7:heQpZRUxIwGYfxz9gTGZ1rUmI5M712ow	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:31:15	f51faabcb123a58a8159d738e6e7c741:yp06XElodyE7JOuPfKK6t9vxwTNaTAcd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:32:54	f989974ebfee50ea8ea5458fb7b82b4c:lCsyuo4ajKsqC5jZg0gBws8johYnqC8J	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:33:52	fd21ea17d3be5cf3a0772de819a9b952:LmrKCIWWS7YtGSYz2CI4BkVN7iK0ReML	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:35:00	94958f83690bab626790b0db774afcb6:8M8fDZ2SSfuQkm9pUQ0BCBVot9K0w7nF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:35:05	793da3080180b270038aa913025f6a89:R4H6BhN0JCTItgCPbVkw7h3gAVYhbNRQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:36:03	42084264d550b86b0ab3218c499a7e33:pBw7NrVVMJQfxy3HfxOBGgEGTmVJ5KHa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	103.31.196.193
2018-04-30 09:36:55	47c1b1a8ec012250c90ef04c7ea2ea81:VaxLi4UvOHmvZVJD4rZinQfaj3DnQWt9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:39:40	c61a541a915d17fdfdb39ba8770930a3:qBmTkH9PqoCbOUFcQ9YBrottRjwsdYRi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:40:42	0150151d1232ea18aac68711a9483610:rJjJNyRupKvw1BJP2bRY0JnSEpLCsnc5	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 09:40:48	950108ecd318ca61190f89689d802ba7:oN8Fa39nn6HNoakETjlOLqKYew6ZwEFy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:40:53	6c5ae767d136f78aabcd1b1fe3a7cf2f:mPlqFtthlcc08P3zLcbIqrBI4YbUJyxI	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.62.255
2018-04-30 09:41:29	768af053608f6930b96333bb1ccb7d10:qw5bWEG93Y4UCquEmfmW8H7LXaiCvz0E	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:42:08	3b153dfb595b3e8132d2da6d65344751:35AGbRDZRQQuuUoF2GxHd51Pf1A7qdKF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:42:26	0d41e53d733acaa3447e7f01725974b3:HVrI5kkrC0m4WxCrbE3ueHoypcKy1mBV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:42:59	c18da78c286bc389214505be255e2230:sHai1rNWvIrfBUhMKnae6aJsa9W0KJ3z	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:43:16	fc9aadc67477545edc7ba67d9fec4f5a:MTZEndigplTEm1ODGULEAOyfBae84T0N	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.10.97.218
2018-04-30 09:43:23	f88fc5348420fc3ee0cab9310d25e1cf:DXrtDEvHNd4jORVNEGOCMBVGnSEZd9iw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:43:42	8fcfac41df40cac420dd2f8c35e2d85a:p3NYgBSj2kTVJBxXURiD47wEwVlV4HZB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:44:24	b8c0b153556f41737840f841b2b6a003:yTcDJTqmwBAoCP4EW9Zzehh3FQPhbnxF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.137.15
2018-04-30 09:44:32	15ea2fb2ae3f82b1ee0e70e3874394b5:wx4hxAEGlrxQUFmmHwuLMbQ5OVlfr5Q0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:45:30	ac0feb94dc6f0f61cda05fcc540266de:U9q9f6JBLprAhrXlkV1hQHNO79TaMtIV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:45:31	d384b3a10b9e68991062130c62d3fa5b:aQKmhDMBv8BFNhOvZnquG7uNrQz3eI9Z	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 09:45:48	a46fabdfdf1e4f00af084232d40b0283:qdzI5slrWmlwZ6m7fCUUtEn9ZbBJa6Cm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:45:54	04ff83a61d6752b230dab804cb5dbce1:4maadQqzNAXxCKQmuRvQfakBdq6Az0Ct	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:46:55	2566c04c7052378b87b343ea90eec169:5eVO4p9riryE63eJIQ3z0tK8LRmEnqaC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 09:47:06	3bc8c38c8b02fe3e5c45e3c525012087:b1EznkY84WQufGeYTX7cqLHxsWpo2P1N	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:47:07	dfeefeef7c72cfb092b53ab3f885b38b:9EloQuWcfGXyQA0yxoa7PkhY6k8WQAf4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:47:51	7d9756497ee044fde41e17216694a3d5:aUoaM4MSPYfrfw0kqABsH6lXTg7jM3dX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:48:06	a4eff2fa328e2f212ce8824374bcef71:TYpSVqKMq22Db2xCCl9Pu0l4G6fynuKQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:48:46	3647873599a34f8d6481084e5482b43c:bWGDdXQM4rhmsLCsakKyOcvxf5z9kO7U	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:49:02	bb2732197518b43666d93ed64da9f080:e7gjebWZPU9biYD7ylMRWmxQ0xsX0nAE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:49:41	5988b2a742b20ee665a9fa400711996c:KY87k9zVhf5GnqqpgXeJimmmN6rOPH49	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:49:47	f9c16946255bfb25e3664d68160288b2:6TX362c0H0kqEqQ38Nv4ZcFLHoe87ulz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:51:01	a0756ed98ca40b40044f4a5f90949481:3L2w0PbflYwgB15njnpj7TCEZ376hvWd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:52:46	00ab685ed54d888b74dc5a96dca81fe4:cgsC83G3WvyRjNC6HrVdBQbhuW4RC3Br	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:53:11	4ce608ed4c41ae40dd8d2ff85b65d8b9:zRt1tWipXuaAGidSdFoJEBCImzEb4auz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:53:31	0025e4a19f46c25e4e20702faab6271e:vi9FiGWZbMEf1jJ7xpqbMTgPsEaEOjNj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:54:17	d6238227c91591106f94c020163cb864:YJ8IDfFGtUviph7LPJtOPA5EN07Ge7f1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:54:46	3455db76b860c8370d70d21564a38812:lPwuta3bvtQ1vSNeFf4h4nEoZuYEqFgi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:55:18	146cae3f36ea123dea74b8e3651cda24:C75dx1uaQfcbTmTYJHiuT5iSntRUF4qG	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:55:19	0bf0bd60c6ebdda8357ad5dd13c48e5f:qK1DLVcLqxJsaneHy87WF1jI48W059Bl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:55:36	712be72a89d40086b68c46a259212996:M8cUNcGK4GdUU8D77eWmSaQrQJbeGhiu	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 09:56:48	ebcd1a7b70c4ba470e8c5f31dfe372b9:9n9ekjLoBlwCitEWun9AaSWPfb4oZxHE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 09:57:16	dac1ca870b264d2ab8ac5cc984fb4c4a:WuO9xNPZjRGkkEINtwOJpMu7HwSZ21px	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:57:44	bcc9318dddf91579572cb5389755bb0d:QZO239SlviN7CLLsm1lPimorBYl6Odf8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 09:57:47	340c50e8de7b9eb9c68c8edc4f392329:b6ddmD3wt6RF5bOFQZwIh9FzocMEXCfy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:58:22	c3efdc75f9ac5772351133507985e1f1:BrLFzTZn8iBIonZBEcNpsI1B2kkCuMLw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:58:28	715b88d9ec1d099087d14031d2129f3f:1YjPRMkgTMMZklUmZpzuLV0di5Z6rQvM	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 09:58:59	a79b9cf1025d65abcfb689d747019d8b:RFRd8ueYZQI22XAjxQt8V9EO9q5VKf9F	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 09:59:04	c7c681fced9d5f6ba58aa7a2a713049d:Rrngmjx98yvZlHlFWXrko9DDxa9Q6Ell	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 09:59:15	d64383bfff9072df87937c9d48c08c41:iQaCkKLNP4Cv0gneHO5kQsHQE8pwomDy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.142.21
2018-04-30 09:59:17	168c65f74e78aace7f9db2a56f125b78:hUA5wlk76pCO0rc24bC3EfwxGZSU8Wz8	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 09:59:28	ce4358b9582c028f88b9f7d1b5556220:4FBEtojCi5ajbJvyYoispIOZ77pWwxL0	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 09:59:41	28210fa8103aab5fef333559023518d9:7c0uE2iXTlhQ7R0f4VABN8r0AVm7HmRC	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 10:00:30	1f42f7ef178a3d8530ce5573bbe93d55:6FDAjKtQiGY2OwascFRETqNpTe2AFe7p	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 10:00:47	5c73748c582e22f790bbf2618d18fbd6:nUBMz6bCh8uqXrjTjH9DuwEg0f6qWArv	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:00:48	dd9e56e3a78db6a5cfd90d73ee3eaaff:YnjUjxwzBvjRrPEUiFpc3JkRnigInEML	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 10:01:26	5eed63395720c89e7d32e65390f4e833:GQlDyEwW9Mupy7YhzZs3BECBmseVsVxn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.175
2018-04-30 10:01:33	14f050b24d9fdbe801485e05c0d331b7:LRG8ea6oSQJ6srb123GNJlm9iJfPueH7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 10:01:34	eb4236a4eaa0a035d371df62c5b95d90:WLuid3Bz562vC92d0f9bJJK4RwmBG8ka	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.5
2018-04-30 10:02:02	9cd656247ab82f752e69b4ff9ad9274b:nKjUhuTT9X5lyAIOQGZ3LTHNXxU7LU7E	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:02:33	202bad8e3af94fc0b26aaeb6a6d690b7:243LrNtCQX1GX8wtypymio5e2qv5oxVV	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 10:02:51	215a57ae2d87c723e22706988e106d1f:kKz1ZcMcetnstlEGgBeURzqVYGhuAnte	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:03:16	f297ee1742c0b19e71b3095d8d7c0887:VOaKKFijqpjr8qccVLBdZ9aYs5Py4czO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.199
2018-04-30 10:03:24	d65cc59c0ecdbcf558a9e71763c41d5c:WhmVwloHE48wAWfRVdraxT1MsJPUf75X	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 10:03:28	1250aea01ccc59479fab983114ca523a:z1HGPu1hJHMfMKFel17jeg1WTyRu0Y5B	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:03:51	ed5ceee247b3521e04d8e8b08bd3dffd:aEPnqcnTQPeyffEm955SgTxxQs7s6h5s	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	172.29.177.76
2018-04-30 10:04:10	e0495c1465d01f1385a37b24faaa1743:Sm46vJBtCafa6T2zCzjDpdKE786arjN1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:04:53	3be7f525a9b6e3f993cb5df861727115:vWlZcRDsBWgLRnlAW02giJ87JjGNbEvx	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:04:53	b123cc2690c48b952dbaf8eaaead3c76:4HbYts7jAlIhfHn1oyrb4nC0DKaYXyvF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 10:05:13	0adf162913d8ebf5f4f9b0de4928337d:Skzr4wYwezpM9GwWe5o9rBQlFOR4Hyio	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 10:05:25	a22c2170f409a2c52a10b49a01d87705:3T3j8DtVj1ft0fsoMSz8EIM2QG0seBxF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	10.254.248.154
2018-04-30 10:05:39	2bb3fde5c32604466c4ff9f3d8a54673:ne6t3oK7auHF7K2399Ws2ce1VMrAkp4Q	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
2018-04-30 10:05:40	db1e98e0f3d0064d2f771e10213213bb:y8EY3ELNEtrvlf8RUYjvppRRMpTIBoGH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.191
2018-04-30 10:06:07	2273481629038c2416dbeea184a47b7f:O8DfT282T29LlVOH75PMtbtDboHswEUU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 10:06:19	f23a6b046008d88d17ee2fb0005f909a:0PRWWvIfA1LSaMCKtmLYOKpNrJm2zoN9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.175
