2018-04-24 01:31:14	5230c48431801711493ee69c7b8ab2df:1AZFcqRXi7MPkcOtBdJuWSGuQe88tGl9	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	42.77.137.8
2018-04-24 22:25:50	bb67a60108c49681c52b8f11e438347c:B1S2QYIhOqpaQOAAXap2XlLoGB5jXYvT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:26:40	abaeee57b650adcf5cbb92ec192b64e8:XCF95nmzuUystqOaimniLch1ZdpqQX3W	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:27:14	130cf9badc58978f5a1e10979a49c02f:e7OowjFZ7Ilxz1j1BZXoGT0aLZRfZkJD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:27:17	8b482a6c2242de2caa95990ffd753a71:yKNHgW6ciIsf5Jfn65WTjNHVcJGa2F6L	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:28:11	5992bc2f8b54e0c9ceafa98de9a842db:ivrcjJ6ebhJca2yWtzGyaEQib5YyrQC5	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:28:32	b403682e5d37fa8cf0b98e1d98539cc3:rW11m678vQ807i48BePl8xbhekkoftkQ	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:28:34	fd15138fd5656ade9200cb079de420b6:nZgLfnoccAckcWDnryLaPuNgruKFnjN1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:28:51	e76c3cd902e4b3324a136212c76985e7:WKfdxtJOdqBNnuks3L37r8XBVd2EZksW	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:29:12	9afd0e1006919ed26108ce5ea04e5cd6:TXfSqYG4tSKjMfdvEJKcq2zXLd9AVCrn	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:29:30	2684d8b45b201167a7a41e23e126625d:9687qEEIzI1FvZWXgAfxaURYsK25eWkg	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:29:44	fcebf3e63ca5b1f341f311a37ac633e0:vHqDqCn78qdMDO61wdqMgzII0Q7K4G2P	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:29:54	71546adfb627aec0e3f371f1785086f0:fXjMfiQOP8FJVcyc9bY5WRaLY2FgR6Bc	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	110.50.148.6
2018-04-24 22:29:55	1e5a8975180b5ac2dec6baf3cbc2e015:JdBMzEzLA6gQjISCRAtkWVFoCXmHF3UT	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:30:15	d1575818a7889da3f3abd5406023456d:MNmaN777HDRTPW8vfRiLf6nVphVE3vZY	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:30:37	0815caf88ef5a19e2bcbb8b78a3db1b5:ASQFmx6GrkCHQR2FvwOuE47qMI3bhoU7	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:30:56	db1f86851d721b45a1643bfc603a88bc:yIolbKzqgTLoXoCWNbSuJ77yzHNfvNgF	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:30:56	27a627f4150a958f80f845be8517578f:YdqoIgeeUjRiOijddBWpthPRk7S0vggQ	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:31:18	a7107506d1076d1eefcda5d90488da5f:bIHfeEeYncIJYzG16WAvkatHaUUTZ3Pj	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:31:39	662afc673eecac72e6913874bbafb23b:RoFI9ew5JX22OBSMpuQEMA568bL7yOlp	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:32:01	e2c9122ea6b6d07202b6df0949af9e71:pohvNFoissGPsW4ItV6KyYZkCQVjJhpf	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:32:07	4828c5bf2b636c1533a3c45294d7b07f:VFVCbuwdtuiqIDjYejsoI7aZKzTVhEzW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:32:20	9e7557ba5e69a3471c912e4c1ba29d13:x0Zt3KRW52IryMhKyyyVvHt4rkYO9Sg6	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:32:41	4a5dc3b871724f76833accf6f3e170f9:eUvPUmJJOi1mLa2BA5G9HnJ15eZuGIza	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:33:07	3df40b684f7dd23cb6457d06111acfef:Px8jfFTeutETMtun8quDWOPXueCDnpbl	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:33:29	09415d0fde15bba313c5ed77ca1a0323:Fdz9aktDf4yZsQ2d3XxV9mhnNuRcGjvi	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:33:51	e540db27c69d6cfb25a2cff3787ebef3:tkVYSnVJvh0XNuT5Tta3cdXiNVSdo8LB	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:34:13	feb48c7d99555236c8257ba41ec8d25a:2h2snucqSMVmnuIZ7Otz5VE5yJ6OFJPN	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:34:39	26e2531f8f27b1f6bca53cf41cfaf815:s7s3z5v054XXZ51TEiBcubZvuh0w07xN	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:35:03	4526edf8d6a9530052f14f639c3e2a92:TqnLPVbnMdpEFFaVYUrMAkK7sv4U1UeM	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:35:27	651c7398077770cff8d21c14f691e478:rCea10zfzepAkXZWYeFb06K163rzGiEC	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:35:47	5d5e20cd6e6b45e14bf284e6af828a2c:S0gmbb3GtkrkLG2OpYr6CrqMmUHiBSCr	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:36:07	e69c4a0919bc8d3be889160bf9fedee2:NUZHJiOQCvY1WEgsrWYIaKzVeOf9MGMa	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:36:40	61932e6f9b7869059abc676a0e38e8c3:nTR6jcbQnUYlKHA9knyzVzNDygRormes	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:37:07	08ca5858edba30d8901fe428ca36e884:6Bl49utQE2kbMHm3raKGStbFNRUXHIWq	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:37:31	fc4f6e61a798462f40ea381d1d4d7321:93eTRlg0hEaQgmdcVu0EOQjkg5LNywCN	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:37:52	dcb5d34fd082ecc477c7a0457b678939:Vbx64cs3qidVCXxnGPHawT9WmYocgmO5	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:38:16	05f0b95252dd230d6e31a43446c3650d:uVz2MW9U9dLX4pkqsJlabeNOyW9vvGMu	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:38:36	8bb8e0f72bcad9cb80e2e09e989aa6fc:nNJB6g9awOmHfhdiGyHbP2NL4Oc9xPV8	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:38:59	b2b9ed7861d18a8d8550f58e18f72159:RYWYDj0712ghhh3ngmyRgdzTC2jbnRg2	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:39:21	ef310626fc707a540b7e21a07e256503:laWccpLUuVrOss2M3g2VJYw1POSgmOMn	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:39:43	8338505d7a827923a25744ba3cccf404:c7WJQeRyzE8T7pg4SJHO6wNgP19q72Hs	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:41:42	1b82a4cff74b887eb61b78c43ef5a829:7k6qOjPzpunuirnkJzlvtfyxO7K6DYqF	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:42:09	b85e17afcb3a26227f8b1bdf3d8e58ab:oC0MwLdWyuB5ICZHaQiLOszmZIYKNjMQ	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:42:28	08b334449c7af5765e31f7a651933fac:JG5iquGg4LhvaEFxhdeH6cgrwjdMAuhS	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:42:51	06f0e57f75109d17a9a352bac646f617:Z8ZPTIBo2DThh8jhg4kDdIpXScho707j	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:43:22	7d5d323a514d64cf68fd4f3ec6a623f5:Hjr3HIH0QTMJQ9NghhP6ZqhMnLPtQ99c	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:43:36	c7b93f9ac1dde64288e86f0d64499724:RIJ4AxaIXZifQpD1ywghTo9v5iuOfSa8	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,;	36.225.148.221
2018-04-24 22:43:45	3ef03d9bb28b226b61d0f018f0c24a59:3rGNLK1ypAdm11tNZlqh6ojvX0LWx8nO	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:44:05	85c57019439297c8dc7ab3b5e2ad087e:97HovwLqO6tDT1aeH52XfgP6vVGs2jgJ	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:44:30	beb4da5c83f2305cafa4fa0c5c6cfa84:7FqixdjukGusOxO04m5Wu8ukFGf5Xj80	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:44:49	d21f826fa9d73f2f94e53fa0d764b2c8:cOoSTjXA8HH5iKVQ0MoHeWUznScyGBbj	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:45:09	22cbb4860357c3823c78f30d47e78057:mEek9PJVQDX2aD5nUd7aIDLuXCeuRbQh	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:45:29	67ee1f31767297fffadf6f1c8cb72b7c:n6jufnRPAw31o25nq0oXkdIzp7pJ768I	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 22:45:59	ee98f669b205616e6c55d253319ae152:jcxZDPputkbvAFoSjKyRORgV7DcA27Tp	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,;	36.225.148.221
2018-04-24 22:50:53	7f777edae9b56c1de4b28e5e4ee4b3e6:Fh3HwIChMqrCPzAZFB66OTgoobyIHFPD	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	101.15.193.182
2018-04-24 22:58:04	4ab9f2c50f56d8df42235e0e6dc5af7c:rVM5HQhVDD8KNqrRrV93z33wyX1X7hVN	Q1:安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.228.106.156
2018-04-24 23:12:43	ddac0e99384e9e7ca107c3d8d04b298a:b8NQAROxrGootZrbxCCu4r5xDAhqStr7	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	1.171.179.248
2018-04-24 23:14:36	efdf6977d22f92a42036489ffb7749ef:6t0LlZUUyAw7nCiLldHxzuMKwfYAlmnI	Q1:與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	220.141.70.38
2018-04-24 23:30:18	224268178926cdffe266900aad1b7195:ODecutPRMmklMKhIaEYFXCxlUVHrjrtZ	Q1:安養平民化	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	123.194.199.230
2018-04-24 23:32:32	b14ef95406cbab5ebac2bbc771dbb946:6ZgODo8aql34wZEIheRVStn5h62b4FXI	Q1:安養平民化	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	111.251.49.169
2018-04-24 23:37:57	fe17a3e5e1e30bb24ec7ba8f8077382f:UwsiS6cQLw1KqVU8MKjuT9XgDYE66P4i	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	61.230.66.174
2018-04-24 23:49:17	53f08a7a67e11015de6e500f9a960926:C446aZowpj182hXrv1JsX67uNxVBFYnS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	36.226.170.220
2018-04-24 23:52:32	30c167c3661ac1c0b978b004b3cf5719:OkXZuqKlbik14KYgV6YpaZkFMo9aZuaI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	175.180.65.115
