2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 20:12:07	edf34f2ccfca37d789df8dd5c4c45765:GZc1Xk3xqaHsfmb9ikhsY05pBqnSH4wE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:12:15	7ea27868344e3125467b2826eb754a6c:AadYJleC4nsCyvxRREnpNOaNy2S8ARSY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	117.19.219.201
2018-04-29 20:12:20	973c31989d2860b7a96dc6d172edea61:6UpKnxciugDtIj8BB05hrdHHKHswYbpw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:12:32	241b476ff8f5595edb10fdecd7c814b3:aMj9BppVaojlXYHjTdSU1xGF8lDIfUek	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:12:43	9e7510de25f7edfa7de9110f04b90482:gKPPB6ba8oREhmqzBAFedmR7tjtKR8K9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:12:43	1dd1c025ef9590094efcccebb4cea147:7J39d731f2YIfRZAB6TKyIlmS6nCZd7R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:12:55	1521f1b18683be91188c7f7f8f3302e0:6Pa7eobHkZrsGkQo20eeUEKaNx5r1Oi0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:13:10	e0fb9e760322bb2905bab3aa0719d768:3jJagio8khR5g4YCHgOOZ97yxvIhm7kD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:13:18	c59a36318156226804de2479070d0912:yl02OHDAFMeKT9DrOASaLunK5HsUQ19M	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:13:32	a3a52d27147058ae06e965d1bd0c28be:2uiX99SSeWHS2yOWOCTACyksauscnJBU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:13:33	cbaf2c308c7e9687479cdb83efd9d34d:4gqiKAcro6SPBYo7LYlY2niq7bwC6YKY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:13:47	d25f4fe8797ef2b3a9dce616609fb4a0:gwXWC9cX9RNXsmJIAcYZpzOFbOaMPPyf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:13:59	ab67498b465248233fc3055a70e3cf15:1Cwy1BT39PrAuhArDAHDepa99A5ylIov	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:14:13	fc717956dc2fd7a27f5f0717569eaea9:DkuSY01CE09u6HiahWObbj6zFT3v3con	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:14:27	16ca27cb01e70acc7f5141c02c33cdc6:LCc50h6MeiJOqwFJ3YAYoVPakioeSP9O	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:14:37	eef42a69dd0940e530dfe9ce2057b231:9KkBaBc10wCtOiLYiQmqop5GTdpzCgdm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:14:38	7e46a94a7d3c5ac399b6e9a23313e262:Ryi6zk7r8c6HT1M9s3oIOX4fdKriIMp5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:14:43	1b21746e277b91519fb5063b8b54a1b7:8KbEBGmU59uBugtLUI8yoppFJxdb6bcI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:14:56	e318748958b3816bdd91d8dd861c792c:7kBu2ZLXenu7RXRKmPUobq14fnE1bGgn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:15:07	bea88fb44fc1a9caf19261557d5b0cc6:AjoNyhDDigqmnrjNlCDoXYbtHTDnWCDb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:15:26	3984d2183980e553dc74677fbcf08d1a:GySTM8WzDczHRmjrpis1JHIQRL4LGAbb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:15:26	9f5d732ddcf048513215b70c130457d7:CcmNQifWhUeWTqrITc57D9UED7hjpo1k	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:15:31	c016a56493d1861461662b04914b84ad:qQdyvTeYheA1TpfZmmg3S24dKt64iL3r	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:15:38	74c01c8717d875ede354db4ade2f6d03:SNybMzmVxAgCe48g334HMJcLd6tQqtBd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:15:49	5437d4725d6b2ee1b6c069c682b5bae1:4r583B4aBmQRRIlyG2X0sZP6V6O96wRp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:16:01	eaebcba75e72d4f222af53d86aa5ddd8:hx71jhJ2eLCBCnQNCGIWT4niRubpIJP8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:16:25	1b59bc3cd0b22c124e7fff69c21ce81f:VHb8AvcUY3aK9RQVhw0b1RAVFaxw3SdT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:16:38	efaa28f32772fee6edd07f618e5794f0:kOMqYHng3GelF0T1VcmOwgZYwTpHs1DV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:16:51	b5b83f38f0b50743808a178d981344d2:4DCKHHEJKpWAcCoI7gYgLNOlNLeqJPz2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:16:56	41be46e77d0e38977327362ffb7bdaf6:zUTcqUg9VAdEWJ3gaOIT7VS7GeZFOH2A	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:17:02	363d4a8a8cf623b196208e713932e0c9:JK2n9yVkYn8UbG8ieUzYZjouxvjjJ6PW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:17:14	daed02ad7fdf66f342d17324fc6c70dc:CS1y70lhTgs4g9Hbfbk1nqB2HX91R7jH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:17:27	07907d95d98e3bf6ef1c862eac09e73c:ZVkxsTOQbp6YE3oMMnpxabuF4lnXrNo1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:17:39	99954aaa837e6b4455001b12357904e7:VrVWPWhc35e1k32ypyamXEJwzig6BHsN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:17:39	edaa82760b03e5b806cffd0ab8694a26:nzpQKP5XYckUmBBGwkbYUOC9ngGQTXis	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:18:16	551c02f9d2f71e62f18bb6fbd5bd039a:7hlg5MDD2JlepXJmAfAEbkXK3hlBgKwb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:18:26	d36e178ab182afe01286e6f26c5be111:slAagqHrLvQUnEPvAlQwEDEjA8VSTM9k	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:18:32	8d8a656ba0108fb67fb735c8238e2fca:X6vatErzKOAMqXxMTNjDS38u0Rr6qtDE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:18:48	f6ef05757e377101c99aa5e67770beae:nof3BZWY5IrmLikP1cSZ0137Tt4L7fnx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:19:05	d3aca0aad2bac3bfa65726f9a8560289:dhkFkJwkzAKrHq4B4uVKkHF4Ufi7fzUj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:19:14	2f882bc5999752cd29fca2ad91a969c4:madFBLWkriu00TkzO21c2JYdWQyyI0Ff	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:19:14	91bd5aa4ad09c6b458432b6025ddd5c4:0ea36K6RBoClhGSrG9wZ1H44znn0AtUT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 20:19:18	9a9ccb3e35485e308c83fb93f4893bd9:T1BGR42Aq9gkYYoyQOAy5U93RDL1ntn2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 20:19:19	1a1b7e6e310cd35813425009f02316ee:8ApRN5YbQJdR0CRTMF88aP4RK486lK9c	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:19:38	b9055e99bb04b68412b923140efba42e:F57II90k8gnVcSVMoGXcZJ4q7Jrizpb4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:19:51	ba34ee33322e80bc9ecfb8633d1b9b02:jY6YBWnUfIyPfUXsaaTE2hecwmC8DSsn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:20:03	c09a40a9c9b473769403e0a79155a9a1:inXnzNjWMIJRs3xdthL2y26xXTwsITKu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:20:10	ba23271f1e73dc0a5af1500b14d4d580:8dgnhXXFIeFwn0i2JVwkX4dIueiFIo4o	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:20:17	e74c7af626a965847b9ed822cae7907e:W04wenIbDedGf14MRY38izWBIeisRT6x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:20:38	76907904fbf2b94c3b1f26f55155da72:9WqcO5D5gJ6cuT4JA4JsyoozaQX3MFAk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:20:57	5c4102ed08db01266a3dfcc831051cde:3IR4lZS3y5Ps7pkFL2loeWen83H6BhYc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:21:11	3423ac5cd67af712bff71beaa375e024:c1pZfTbw4cAIvhaghQufqgjXRRdkrueo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:21:25	5ba85092dced5c85748e2ceb8b144292:FAgmEeROH4ohs0ubHl6RtRTmvLFhDE3Z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:21:39	2fd22ccd2f65679958fbafced3a345df:DTk7ozYFUm4c3JZPmQsQu9Xb2Z4dRZed	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:21:52	0009fd4b264bdec878e8b285c4eba484:0H3e9uWBreei5t8MfFmPogqFfzZdS6O1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:22:04	f7eaafd6a0ae4914d1d41f04736a1e37:FIkmlgcgBCb8iZC6DA0r5V5cpudp1pBe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:22:19	59f930dd8cd892abc98db49a926cd03e:IZRYYGm6PjQmJNrOXwLTzDPzlHdNTW5m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:22:31	1a7c7bc525f448e62760fd732a9f93fa:F5ryzuLGw33vWAc5t3BDKwu8r7y49KDP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:22:46	e063aacdb8ebb72861014c802f8675a0:tckmhlRbhkiMFdCfbfKdbzRBSSo4GUCI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:23:00	d6408825c6c1b0a0bd6b2486d3658a43:PMvm3DVu5KSSgvfVlQFzmdF98BhGhFeW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:23:15	9a474ff1bcd9fe75db95d361fb32278f:Xp7baQdPOkpI6FzG54LP1qqOThOP6E4z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:23:23	02bc70078236ffc1d1565bf03e4c8e8c:rh36faMAMTzGlvjGaT3be4kHqNPZ1ELz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:23:28	58ed7374e068be6ddd46df554182ada1:9BadUdPb7QXjRinvlivUSm9ZAiaJDL4F	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:23:31	61482025863c5d815230116cc24bba47:NKTRUTKjGbH3Sa7QMx6ZYn3OPHDjMJf4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	117.19.219.201
2018-04-29 20:23:40	e03f735ee617aa661f07a7d3ff52704f:4AGyfeV7yy62BwCW8h2vM9bGknoH7DjD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:23:51	5e9b90f319d5afc692c86e4250fc11a1:MzGV56ntrEiGcgKKAJUW91BwC1Qe9Tw0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:24:06	4478d713376081f5b15e7fbc295edfcf:5Vf4gsr5GJEN2OHl7Gd6jqfPvh7HKkL3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:24:18	f52624226fdf1cd3f790c4ddb5bc3615:NcdU6rYAbbnDYPKzk9DCM8Y4oTCJQ0n8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:24:22	996030b681117bab3ee8d7b47eac5c65:ixTmRI25QExfnpt5yX4aAQSOXu4LGbbQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:24:32	c5359aea86d3e64c255243271d5dce25:xJAZJVI1LfUTTr7u5bEKV6AkaeLAYiBM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:25:08	dbe79b256878be1cb0406516d374f924:0UrFiBEnMQpSPj3Lty6vYTT7a6UPln4b	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:25:22	7c7fc13ba9d633cd74363b0c5f9e13cc:OiW0DWaHf2U5tfNooKag10RhKs6RTimp	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:25:51	e3405bd171d964e74bb8f51518096bdd:sh2IDRRCcNm0HILVGOJkr32XMPEz6HUQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
2018-04-29 20:26:04	cae22d7cf0cb43d4a2372a66fa09e53a:Y5mMFntepI87GYgkjJqVLkucATj336oU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.228.1.248
2018-04-29 20:26:06	a9e152f57cd41f92c30cd42a407e694d:hM52ptzerbl7qE6RcI9EnrXJ1mn7bZkv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.250.56.10
