2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 11:51:16	0a764855ae73e9643a90a5174cb5c683:7pLcOoPLObEMvaBdvOitFSsSh73cFdcn	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:51:35	5d0f37e79676c12dde87a58e3e7b1be4:z62kg4idkoSoFylu2MSlmqFA6D6CP3nv	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:51:59	415910d4be6ccb18f85067dc86edca97:DF8kgggSuieEkQ71gQAswJMsbas2MW0O	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:52:03	a9faff8174061967154593a71a79485d:X8pNjgprHN1a7iSTSrE5QURI7om17oij	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 11:52:24	9236c4c6a6ce39b11dadace04a0b02fa:gKmy2v1GRFpWksF74HImsyZEHqJG3TBC	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:52:29	acb41ae739664ca168965ab13a0ec502:coUgGNr3GaaOWYDMfcDFHkZ7lnB5GDG5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 11:52:48	050ec5e16311375ba7e4c2f7463a8be2:HWlavnodOcWTKsbe3wgh1OEPhM1ZiSBT	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.137.102
2018-04-28 11:53:08	a20dd8b35748175eceeef00208f34890:a3JiNNGnXZecvJzVLY16JyZnqbDaboP4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 11:53:41	7043c4524178007eebc992e593ac8448:6lyWWKWujviQNvgK1Pb5zmQfTtCw3zff	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:53:48	fcfd934226151665fa5c1e0cd1af0205:vyicWbL9HsDNIgnu2yVgqCgsAJn65Pc9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.137.102
2018-04-28 11:54:01	7ff967ef1c8503777bbeb0965d3631f3:gI2lZHkuCCIqVnmuwllsLv241Nf59Iox	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:54:20	453d17b672099a92a7e30c6df0f32a0f:diF4BmKyiKOhYWulomSVdbcq9hds4nJE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 11:54:25	a60cf2448f518d8b4b01b3f4d3d59b14:pJdonCLcfS2WiDVgd4hXIAkriJmmfhOg	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:54:44	75af222a7b665fecabd07336589f27c2:jPVxD0tQJFgA8loH9vKYFsFmo7ZqJkOS	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:55:01	54140fb53f56b9266e0fb0fc913be220:1vCgLNQ9lXfnfvme9zOy4t4QT2KnpnTn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.137.102
2018-04-28 11:55:02	63dc101fdaba88ed2c2940d3494afdc0:gk9xlCqn4yfKNCkcre26Lp6q78dVenHe	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:55:21	fe25986b82cefac3e226b15ba09ce939:OQwnfgveikSbEEoxqu5cBzZXsg5k3cH1	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:55:40	c30736b30f79efb012f638d42807db40:FqfyT7pHmnv75oEc6lhTzdjOEYXGtbjS	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 11:56:11	aef1aea34fb03e71059e09ff2d3aa84c:oh1RimkHJ4hyqF6W0Kyn1UsnfJNk8QBY	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:56:16	350044a2f9e0f7c8c49ed5c493bc6965:Ou5c9nh2OGPN3mHJid2aat40h4BHk4aZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 11:56:25	00a24cad52b90c7b8c3ee2eb6899edbc:TMqpTm4LyribfcCKHNILjFTKC6Pht4hl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.137.102
2018-04-28 11:56:32	115b0ed6fa506c935708e7e1d98dc423:sQUwsdEFei7DQvihKxBjaZCZ1S8XWz78	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:56:51	e2228a17e849ba720a200e2d90581a00:H6ERDxfylpxgPle0byvBzCdyuxJcwRfb	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:56:56	4d5709a56af3a2a6d405e7bb1a949a9a:MGfuBLM8cVx3KMmrvvNOWEdcGItFlk00	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 11:57:08	ead5fbe7d3b7b30e78419bf78bac6f1b:oCmasmYYHRwRsYc0lIqa0MsBiOblszmp	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:57:28	0e9e6496ea8c106217a7d45165d24980:pXbb0WinpRcag8c6oq2Rx5TupYYRJjgp	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:57:49	4a64339fa8a28529db1693d41f027a45:exXXAzWW021R13z8OZz2mDJpQgOpBSM2	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:58:08	fd38d1f1ddfe36c41fb5554437648d07:vF9LYXhyyaLBGy5WCEYnT2W7VNz4Wpnr	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:58:11	577511a65b23f18621e0cc97d69a99e8:YEwceTvRcNsubFlQqQau1cLzciGg3vVX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 11:58:15	2121e925da06fc369add2bb188134ba2:zuU8IQnrYLp8QvRcq03Z7amtKkOWW3rA	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 11:58:17	19281d0b3208ebbfcc34fbb63456b457:lhVCSDHONHiBU8rghKmgjq18wOL5VymU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.137.102
2018-04-28 11:58:25	d5a28e2963fbff459434defbe92965fb:CxZ3W8L6lerifEqsUcQyhPScqs928WW1	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:58:52	1186e19a47f74c1a2dc3eef1d29cae35:VcXpSG4FgQKsCN0rOvRuJkKNNiPXvUt9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 11:58:55	14c71e9f26b6bf16370b4c3fe1854516:EpRMWmeGLT70HoygYMYjCABFOud0ZAcu	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:59:15	b79c77ca767d5e64f7e97bcac92b6859:kM9iSUAPIfLE6CbXeuxDefNqLlwfjXaS	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:59:33	b289d83dca27559f9d279146a7c3fd26:aspbwHrV0ueBciOtU6IQmt4BxwHGGUXD	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:59:53	6b4234660a061dd22ce5f51bdbc895df:lPpOJfQGJkgh9t27QfDazuPalY3qdUJi	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 11:59:56	c393111b3285a12353ffef6c1ddc6a01:Pnl8KO3q9qEuXwofqGTNgBZtoRUOocD9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 12:00:06	ec6741c4fe0b03948768032aa8ff0ff2:APaVZcAxqwHcefF8rcB73CayzGurX0fz	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 12:00:13	1c4a95c21b8f2630932faa5e0acc8843:xtF69RIfkHJl0jSiFsEHsJSzPcUXuoyW	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:00:33	6e1b1505c9d5031ec90e26d3d3c87d61:lcFBsPAUDAqXinVobJjgJy2RV6YJju4Z	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:00:53	f9325b4806f1a27b01e0d9c4f6394ead:st1DpvWKQjyxDpm28vTUCBhBImiaP65q	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:01:18	9e0fb8913b992c966061b73df48e48b4:rj6U0tLF48giVj9KyUUGrnxG2cQXjkIn	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:01:38	54a85901fffd5adea2c7ceb125ab3474:WfRUjXjdEdBrTW0YowZlMXf0LjZz0rHO	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:01:52	a1d0a982544f5252b7c0d4a490816418:UZZ8Sspxt4jxJskVZPnakQkJPGM2FlCu	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 12:01:57	d77172ef8f5b7e6b69e6682020377c27:iwAEtJCIhyo7C1WAUJbc04g8PQTvTUC5	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:02:26	aa8a4cc1b067bb4394695124fdf573b9:tZm6QU1bCqyAHA98qV3y7PMTIqQNmIzM	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:02:26	e370585d850f0189c9d820228e8e68b5:7V7ynGmsEVU8sE6mxdV5xsxyCrFuaOQh	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 12:02:30	4be236a1a0d76b040cac3744ef595181:vbQnXuPpFKUESTJAWvgZnxblXMbFymB5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 12:02:49	8d0b5d8d098dcf9cdcdc0c100b74b859:GXWCfUBIvTtLsbgNUmdkwQbK169tcdLW	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:03:10	c43ae0aa5f8d07fb15e1293295395ac4:oB7vrc9VYNdB3G7gjechfxjLbGFyw3W3	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:03:34	020e990a1e168152f78479856c78b12a:IaEuRVbMQbbbgWvaaqBid8bil9RuyU1A	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:03:53	d84874f4e17d3fe8eb8ea2f0dd13262a:AqOS1sLh6eapaDOVNAfwwpKYccBngtXH	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:04:16	d22267c8838ef5f4f6f162791838090c:YqH5othD9gi9BvOSpopXe5Vf48pWI0KV	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:04:37	5344bf73d7063375c9f7c189185404d1:I2WvhV7C2C131oS0MJjih5P0YCuiRLuF	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:04:39	f09d5607f2b70a2c92b17f17dbc0a009:JvlMX03GLFmcyLdV4pvyAV0oFFEbZMfJ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 12:05:03	98ec65a7cbacdcf752ceb0ba7862fea5:vVMGKeTEeCUXqyUfSULxVVGClGX3yvsz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 12:05:09	19fe0836533bde5916a3483cda79694d:PYeXiiFLuaCvhaIlLSbscfkZDU2eAWuQ	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:05:30	0ea2ce93a896ddfaea745aa0e07e6b40:PVGiECSMkodBPixo9dlOf9UKIpPooSeb	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:05:43	5b1e4000c4d5429317bd2b4c8f49ceb8:1hqrOTlvQHzcTMwLlcnRG6o92CRWq1kR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:05:50	1e51d4e8fe81609e259a887069e69e76:3t5TuxnytSpQsAGrmlsd9iwvrRcdEp4l	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:06:11	e2ea8a4f1d65405c04f7b2c9ffa3b9b1:oNwDrEHuKclYIVduBH359BCBYwt5Tg78	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:06:32	0835198200d79b856a8b56622e024451:iVCWcgPYnDSFOrdrWEKrT1OXM3nieWVN	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:06:35	34a138951c918c1a08516a61776c114e:GASCRJTbmRo7a1RHMVoBmR8TwKSEe2xo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 12:06:46	cd26a4340e72a217f781aec0506f89c6:RWIPm0ilpASrH4TPJm5w98YpSVI7nuHm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:06:52	6d4cf730f59d78c262a464711c5a18a3:paaa5t3nkZ27s6RWGTUHrOo8aLyMwptx	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:07:12	dd467ec0e16f01c8a2b1cb202b02a0c0:Kj9or6maF3otryDSDrvRo9IO9AaaraUr	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:07:42	372df0318294d6c2c81e72615718046c:d773QZR9wBt15S4HD3worHJhO7rrJQOC	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:08:20	e156cb58facc216e9ef3c8ce745e6ebf:euaybbYRPbZfxZvqdkhTlQIhpMNmY6zE	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:08:32	8ac14abeeb5ae69b78a068fd37cb63af:5xQreVDk4CEbOTPASruq1oKZdd7xQPxl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:08:41	92e1b78fcddfaf6944e39f8eee8fe6c0:fqdejJmugmNVkAStH4kl3YWdnnKJrhzX	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:09:06	051c49e92f73060648e8e887fc7b15f2:CgE4rEkDyE5HP6qRYkBTEfkRp7015een	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:09:34	3e5142948cf9e048a8c55caf1ba2d338:RuOEYjsoeaPRt95vOcB8GQaLaD3pGRl2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:09:50	d1d7ec441d2e3a9a714c3152c149bb88:CxqP1I9NlbaLMW16ljcCk1LOUDc9ovSV	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:09:56	3260c5d72dbaa58bffffc24cf11e1f8f:zAfgBqCeSO0oK7EMFYyr6UMM7NU2JeOg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 12:10:11	e551dece44cab0eaa4d2afb9429a5bf7:F3uATcAjMqS49FUkFjlARg1ZbZ6AuZEq	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:10:21	3416e9d23e7cc0852b867e5fa14a0510:JbpsviJbaTsPdXGWEkzVtTKcTxef5m90	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:10:31	b05d1d03bc57a8d86545a1f6875a915b:XBp3ApMCoF6CxxLdBZDistSX53J7s9ET	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:10:51	982938e9e62da1e27eb76ffbb9c8cb9b:gb4rz6QIDpKGyxzEK80DHZBn1An6Ybsi	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:11:06	1a66fa25b09734a163f93ca34cfb079c:uL47augu2QT6w4XZmw6xlUmMA4oDXnvo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.165.115
2018-04-28 12:11:15	1f0f7f9ed3f793da5d59c04c911ec500:yAWRAHDsTCtIUjtQfgjdzCpm4i8ICPgy	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 12:11:36	46a695794f369dc32da522e83ab17b9d:AWSNTHfazSFxJUiU9KK0Sld4noThrnfw	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
