2018-04-30 00:12:40	b1bc610795a33252ca307ae3e5e34258:gFqyOGdOER18ULQwFvYF6Q6mZrzhVUb1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	36.231.97.60
2018-04-30 10:39:04	bc49c1b40caf67159ddfabfd4c03cf82:AD8eGWYTNs9IJjpNAJPBa5dV7rHVy2cp	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:39:42	2ee527c6d3b3040ec44d191e2ff6f67e:oiZJrfnOly3GHNfwKmYNDaOFJYejGEgH	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:39:47	9f875d2c7393a3cf501943d43e1a0005:T8H2JJeCJqOEAI7ori9DYOOKo160TIwM	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	118.233.154.148
2018-04-30 10:39:48	380721a263513f74d99f47b433085c50:nOnHxOA4JY2VdFQvYNdyWxj63zSLmhlj	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:40:25	7d71df7457d99b34990a311044f14b69:0BOtKrgDoNVQj3mGJwfJLTErcYBvkf43	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:40:35	0a57347934887e99ad52ba0704cf4fd3:mRu0rMLsLsk5eCEcOo6jlk89mTYUmmFt	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	223.136.77.232
2018-04-30 10:40:36	98a7719552bdf86e8ec72b90bfcd2fb1:MLlEw4dmYxP1Gm7hy9mg457WHN4XDoGd	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:41:02	b5d7503cc2972a21d3a0ab98d62f8c46:0HGcAjIvTVnhR6nO5v8V5AxgKGhVezHg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:41:24	c6f6895f02b1a4fbd55eb713ac3a5bcf:a06JHZWKjmUd7CUNF5zCll5Yfm1WbpLR	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:41:54	2edc795c5da4534e629c9d59535021fc:ZG2m7bZvBPAOxFjpoPortgDOW0z67lW6	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:42:03	fe5654fac284461862d354fc7a6a193c:bP1B7sojOUgflyBB2cbMTWcfbvWx9sUZ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.144.204
2018-04-30 10:42:24	8801a27f912fc50d5e3e80f2666f2381:XgpA18d9NKWAH4cJSr8qm3T7v0R0rpw2	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興豐熊讚親子主題公園改造計畫	,;	118.233.154.148
2018-04-30 10:42:46	f49f7b57236196034fef5edc909ea6ac:j9ueNBr9wBFjk9lCbbKkDIniNQlUgXmG	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:43:15	5d39958a068dd60ac4247645965f0704:ma4Tw096cJ119HclciXkps898oXL15OJ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:43:59	6d07a2d17ef31e78809d593ac853cca2:S9T5SOMCuychj4hRfYfOcgMRUJRd83wu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:44:29	ef9c34677ffcbfb85be8f29077c70b6c:zaGZBa13SBbyByP7r4FBdRdLAmcxCIBs	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 10:44:40	4e082ea19cd41aa7c8b8dbbf27f6ad40:7dTw9l73FEMb6DvMVyz2tQuDgHA7G2AG	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 10:44:47	6bf45d9b65922696cab70d03d58928c0:vte4ncxY2JBCy8LgQQ9zu0KbdHlF03ai	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:45:15	8cb47c29e13136fa123f342f5976c20f:Yk09HjSQmbe6nLHuehYMNOE60IHqOW6t	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	118.233.154.148
2018-04-30 10:45:21	539828d0675c1dbfecdd44178d11a3c4:27FHKU9YHqSqKoM40lmGxdVYHCoPcJFU	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:45:53	3dc88f4b3affe76c6815c21fa19d9be7:nJILZTrjyE4yxTW3H44jMBmuOT1zaxG3	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.29.147.132
2018-04-30 10:45:58	52705bc6b849459b0fbe930df431363f:k3KmDUMB3I6Dt14rrohlV9winTlUko8C	Q1:呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	118.233.154.148
2018-04-30 10:46:09	3ab013ef8e56fd4eba8031e065f1cd77:Q19WloOx3JH4t0MEaE2MzpD64sJyHqpw	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:46:28	f545d64acea83669c6a1a5009d358d49:9HlLfHoYv5yVpiBpABwIoagYB1HX4HKM	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:46:45	cb09b51177a10e623b0a3fd163abf9a2:6bl3k6J0oG7iNez9KVuz74AGAIFTwvEW	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:47:11	a9749ccd60d21e8b61c38dfd30630cd0:hx0N7MCga3F5qrkn0yyX14uDc9cSc40S	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:47:13	3edc6ff3bd0d6d5660cf6dab2a8ce4a7:iw1hWsjbCaGAKSE2aabhIyy3feZLno3D	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:47:18	93165afc83b900a32a31c354e53087a1:XtrPY7qMKdN0tWs24fk40DZDF7VtkaZm	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 10:47:47	5d3f6ca648e97cfe44b6ae65168b7fcb:2hrE10NLkzxCzd9adFJ59le9Q6M8sfIE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:47:59	1213b1b137134a1f11d7492efca5556d:sdLS41JyV5bXOuKJIOaHGHMGOS3jNa0f	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:48:19	456ca991f184444f9c1deaa44781f9be:SCmTrs3uwm3PlrokplLzO6gED6Ae0txb	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	140.119.45.106
2018-04-30 10:48:21	d21fcea69711ccf7ebb67972f311c29e:baqwE0hwJyYbfccO3ClTpguhfPpl3E4s	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:48:45	203b8ed2334582b66a071673fe88f957:v5VzsyFh6irhrYr4HGDuhp9v02z4ZPB2	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:49:00	1f4f11387b3c79b1a7789a0afc28900c:lTLaTZjkQXS3CvuskPAobbaEPVSFuwIY	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	172.29.144.204
2018-04-30 10:49:09	65b61f5eff7cd9033ab54a394d907eea:Ybt3inzFlOqjeFMHZp8HuzArSqjCcqbd	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:49:39	ae2ad43498646a0ff716e8680e4c0594:HRSIQdBJk0ndR5mdv5lK7qx6HJQIVQJ1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:50:01	33760820162beafad72d261e9b21745c:2okumQ6khQmziur5Jckr372U0noyeheI	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:50:13	0f969b4a3713a811af902a2a50e42843:Gi2iL2Oqrtb8bRT2tqmNVtEAeMvO43Wc	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:50:43	1225b9c4fcb33dd118e97888fed199af:fNBOQeT3Ldo9WOvxl8BqSPBCJ4FPEG3R	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:51:05	3240d0547aada27aeacba5de1d80bd72:X7B37VZ32TfmdTIMeoobimCwKn2nn5Yl	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.217.162.184
2018-04-30 10:51:06	8881cff55ab53280c5160a9e8286c87e:UfvdjH0HbXMsn8DTJHjvD8bmGaBs3yjq	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 10:51:29	9d2d3dcbcdd25f2d1e1ca0d378f20194:uZQbato86WLmn7oIn97UQTcjvtTCvsw5	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:51:32	11c526d2f75836b27a39da8e1250bc98:5E9rC3aC0NgrUxjX4s6sqvnfCBlkbwdG	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	1.167.48.231
2018-04-30 10:52:41	07e8d7340e91ac9e8182d518acf4acd0:Qm8zdQF62W2TBL47etPD892K5sRQZ2pD	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 10:52:48	2c01717655ba83f385f502a3f6520a79:WAOoEX7egXQU9Hhjuq2DbKiqs4JBbzd7	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 10:53:12	886ddc4595a58fce55f5666289707c15:i9JHSZ0cdjQOpETWn35CuunkCiCjuDem	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 10:54:01	a4988ebe1c8dc73c7f38291a6783a66b:CPCZhGjMNrwgPJVuV97yHBFSrqAb3m8l	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 10:54:03	2027f9410154085a9086a0c42c618dcf:7r3mUNJh8rF7g5KiId8cgZoHWqgFr0Sk	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:54:25	e88c5af2c98dbc539ea23c7fe01b1f27:c0YRjqrygYAVAU5VIptU9TQjtmnq3iJL	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 10:54:54	d10ae631b78ec5183add9f71d2ade4f0:hHaWXC2Or5zXvgaMXxDqouhMQ1cjlOR9	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:55:34	ddfa9d3ce00598387a5ad4f85a9bb171:aTuVp647aAXVNhszzXWvxrLQxivYOmpJ	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	10.254.248.218
2018-04-30 10:56:40	6ce92c2020c0990d9169a952b9bc14ad:KLGQxYPAZIvcifJRFQjgMOI7CIVOUHqB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:57:01	84674e87739b9d46290740af00ea95a2:bEVMmGDW1lGnn5T7tw0Fh8HuS5i1cskh	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 10:57:56	868c48ab6f1a529e5732abfbbd3b02d5:w2OyScTddQvSdfrhR8kWz7ApnzDMcYbb	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 10:58:11	d65521d24c0c5b3f2b53c75d394e2e80:lbWe546tKG8eyYwynTh99ec4fNnGSYZr	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:58:13	8d342e3cdda40700fa44b5712c72fa23:ewNPENNVjCKaBnEYPPBEENaZWzYppF9m	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 10:58:55	dceac0907ea77421b1858313b73737ce:FmEyPLqn12NlSyjJBLgSUNQl7INrQgxD	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 10:59:03	4da608135bc4b73fce0f2db29c0e050f:xMarvtqvKM11zd63p0lY9xATmKYZrrA5	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 10:59:28	709fcdd0672c6e87dab0c10f7a688491:mVcgWf6FF0q4CWbyu9X17J7ft4Fgyh7A	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 11:00:09	772c8d0a67f88f8e2ef2e1f8a5635e08:T2okuWklYzDF0EPPmy07IdxnG0hI9sLX	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.217.162.184
2018-04-30 11:00:41	add16899d2830ef82e954633a6bab87f:aX6DVmUyhQuoQzo5umh9RcWQOyAzFuET	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 11:01:09	3677fc2510bebaea466d63ccb148f150:Q9mnyyETAGejmQY2dwpVsrNWnoir1Y4Z	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
