2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 11:36:42	66a0b46691f970b34c64a1991292d8bd:ZhD4oHB9v6a50XKH8icBR2fv6HI2DkxB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-24 11:36:59	0b66716e06d2961564904866039a8f93:pmyqDcN4lDUHZDzlLa57sjRU7ClBKD88	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.44.62
2018-04-24 11:37:00	98886ce6d0d0ab7f85e699834d30eb53:CM4LKVSVQLUdMEvxr3fxOzL4GHHj4ybj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:37:35	a46e2f31c5eb478b8b389298b9276298:89vaH8WHTLy0V26rgXfbcgEMtErjOWCz	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-24 11:38:22	def2f0d5c403f6acf5145a158c894396:h1GPdxpn3SElVQvAK19EfB1j4gydB7Jf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:38:41	57cf349ffbaedd39b9a0199f87f06217:4c1MfqrCAVaygjqaJbcqt0U1BcXwnmK1	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-24 11:39:39	b18630aa54de072f0b28dd6baec0ca6f:QByuqEcntA02Zdgel3XoZeTKV0nD4ODY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:40:47	8c17b2d47b48c559671ada2570b56d3c:t7Ep1foqCchX3vG7Gtgs83UV4cqvGNiD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:40:50	9e4aaf21d329c83bfb2e044e28dcdf81:WWhmBowvgz8g67kkjBYUSeb0RJMup7ti	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:41:15	f0641acfd0c8f8f755a8c539c8584e1c:gRpReUWsvVjXXlAWWlcCKj6TqP8aarav	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.44.62
2018-04-24 11:41:55	9a0a9faf70fa88fa869e09266ede7423:sjMaf3aBVEG2ABeaYTLqLRczzGveGiIJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:41:58	1cf0af67e5a05a90bdc7ca98013f9d7d:jGuf3aSgkzs2vK0WGGsanJ90zSdSq5jw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:43:07	2b0810325756f3b9ec7fe0c74894a130:v5xtDH7Sq9IkTo2gDdQ9BHc1kV3dTU85	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:43:13	9b1434b127ac54d611e02de4c670c040:FJrUJKEVXbG9aH7gjLF63vpnjAkCa7Ja	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:44:23	121d166ae146d007ed3c9f47878190f7:1qJCq1O0vbGK3quC7JzeRo7z6oyUvrxx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:44:33	6a80d430f5d4dc81ca55e2ceec1677c1:JHId2psQWpV02c6XWVVY5SFSG2TUyaiq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:45:33	ddeb288981390a7e595fe2b2c1def337:RuS5KR4IAXIBpHloFFwDWxL45sZWXnKX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:45:54	4401c19eeabdf79fa518bf49c806bebb:Y24Ynu6Y0JbM8rV0OOg7rClWtloLCI6x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:47:05	aae23e6ea5a0bbe0e7b9ba9e779d81b5:i55hykO3ont3iguGzNQ8UK0tz2XrQTjB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.44.62
2018-04-24 11:47:18	81bebab75c597364b88287c30fe525ea:MTx7QfvkSAMQnRUx045hOSfX7CiHknL1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:48:02	a6444d7789f480b4683742de918b84b4:KHy3OG4od9qUlo62kC76doHlaiNRvMOy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:48:35	5c067f8f808d330f8a14a98f230f3403:PLmQNVsWaYgHDGqFnpmuwvdT353DaLmb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:49:06	0196f0ca584ccb645c7d5dd8a2c49c68:u8Ayde7mhEtoXOUyUnEedODgvEVLYeil	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:49:50	7b17af5573ff5d165d5c542c2868c63e:WLAHa2mYGlPijYqkPfFxJOZQjlKWtX2q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 11:49:52	5596151d187761e6fb1c0188348b4c31:hRErmSoC21f5nixMFhcEoGUx3016FrXO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.44.62
2018-04-24 11:50:08	1fcebd0509c9e7e7d7497115480cdbba:u49w5cjDX9YzZU8T0dMLqVE8cn3QzB0g	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:50:13	a87bb04f3538257f5558b22bf2934d75:2bd167ZQ3K1l9m6LiCPwEFTRZ8hFepJV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:50:57	4e3a5aa4ce09b965dd24fb948576e534:h3JsR80V4rLRwhjQItxZDqwvBTllMlAz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 11:50:59	9bae41aa088547737adf3a0f3336c17f:enQU6ZHIqKnO6kEQ4bLbB7hxcWQqyLq6	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-24 11:51:23	832f3d88daf0fdaa8c7f41b39f37f914:gCJ4nqNBc8allBusV53ApLdtGIbtsAH8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:51:48	0deafab0575cf917d91db57a3bc3c71b:f1HgbVGN0zVjocNONxXpbVqnh7Geez6W	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-24 11:52:00	477cac09f26fad7b44323e254ee40779:nfb9p7V8Dnm3TeX064BMkz7jUXtAGwnw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:52:13	5ac9ae7e4229a634b97250ed506fe385:3Y6HNwejcXOQZ4Ac4bNl7EXEl8sF3YuT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:52:48	63b80f5fbbb1f8a8c0bcecdb74500433:V8LgyCKXNu1Js2QJ7ejO57f78vzk7P7r	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-24 11:53:11	f232e49210dca570574563a5b06db633:oCQjTw4u8yGAJfOaioFOh2tUAQXvb6hP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:53:33	88631ca3411147f179c92947a246405c:hglcXInpaCH7a5L456KRPmhTtOnGkUJS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:54:10	f49997ee96e1b332ba5e7b00668102be:aOPmXgcmPHIhKHi02tKG5HduC6boT1bi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:54:16	00379de589e32461c455986e8970ce47:deZ3MUVFiTYlDQD0w2rpX1nRoZaM3E0u	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-24 11:54:49	ee7b61c703adca5da8c084ddf0af5ae3:xWkyvMDYHwEflqE0hRZ5hQMs6Q0A47nN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:55:08	c637138972607ef9048116c327f97e95:kLKrrm4ugLCnHWCiHv76pegDzLM2gsdN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:55:20	b374879e973dc8dcb69732efd2a1acca:Nvg65RtDxySei8z70z614qHR2EqDBJHk	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-24 11:56:08	582157b6b7842b1357f2df2112ab84c3:aQRUDeHk17xsHMlPimg5hJmadgeGvaJX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:56:08	7678e16fe1d91da8af2ef02cef65e30b:H9eUe0gnUZ8KBvTkILN2FFjdAlg3XoVn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:57:11	6f27c3d16f9f428005408d20ecee536a:xbwsBxpbIhTKBDkC7DJO3McBmzPRUM3j	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:57:31	16255fb0cab66c81873bd0e929448b02:R2yrTdzfFqFq6ehz8aGbfM27mtPRe7w4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 11:58:00	2d462b007c008cc00de54139ff353b58:TWvuZ5LUDcP3vvcBUoteFn6w2PQHBDtl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:58:52	37abfed113489dddbfeb85cf4eac66cc:8DmynEYjCDELjg9sMhiqB8zJEW5Pu6cv	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.65
2018-04-24 11:58:54	ac97f4117030cc2b5e7047aedeb7f73f:ta28u5XBWxVCYb0OnKlyvGpeEk0LkwtH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.48
2018-04-24 12:01:45	5756db8f9e6cea0bada253ca2c82837a:5WVliM6pzBPctVJADqJHB9rxxsB3JXAu	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	172.28.1.50
2018-04-24 12:02:45	cf484de72e0aad0e3773da82dc248b45:2a9T8YYQYmYeQJXHatE3CdaDDSEkqfgs	Q1:提案名稱二：閒置空間_空宅空間改造,;	172.28.1.50
2018-04-24 12:13:27	3bdec05abe6dee2e4c2f2cbe676989ea:WT06Bj21S6F0hf7MwgUELW1KfSUbksCJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.231
2018-04-24 12:13:30	182fe9870c2acefdc5d7d038fffce200:ZASLrLxQIZgQIyBPbJvWW39ti1rSX6UV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.18.97.228
2018-04-24 12:23:45	d27ed1897146b9fad0684072f5e24e3a:DmZCGWJYZ2VmPNKhvrPyksKynjDApzJm	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 12:24:27	bfcf1c1b67221844c20d658a0734a4f3:4EZGZy0rWu1suFeJNYW2s64yncOEF6ZI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 12:25:15	519c333403311b75609d61b0f762d7c2:Rnl8EpmqVrP5T45Lw1Gr5JXhzy952bIU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.230.71.236
2018-04-24 12:25:56	1e5758b25fe31686b5b34036101b1865:xD7iWqQS2G8nA0aYCtgZRwygpxyrl3rw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.136.78.56
2018-04-24 12:29:29	0b760ae64e4bca5b4abe927d9fd10a5e:8gWBwKdvFY5yzUeKKzz5dJLzpHtGHSJn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.218.121.194
2018-04-24 12:30:07	7ddccd336ececfebaf098441409fc2dd:GcduE885guNJJNV7zGikKOEWEGl0dh2d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:30:53	f563357a522db5d14574440af276b86d:Hj6iafAvbsUBpf4PXhlfQB47hbkwImGL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:31:42	e63407d0258beef37b807580b7c66455:Hf2p5cqZSVOOt0ln9UGH3VqR9qRl9JOg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:32:33	af8835aee86e5e694a3056e88345cd41:BzHT8gU6Oa77915VhuiKiYQwiJ94OguL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:33:27	455e87d8ff6770cbff56b8c353988960:7WutAIMwcBQZW0haag6wM2uUmngpI4al	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:34:37	4409d8e271cd5f695e7920f9f647bb78:nMRKTaiSusSrzV846XGkH5f5vzAJFTcG	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:35:22	2738d3e40c55e3fde1c19a9e2c0efefb:QvWXiOe2MHscU1WuV8fpgmPc2wl9ZpfT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:36:15	4833ee41afabd302a087422690bc491d:s85SPKvsQKa41uN0x9v8LoCFoMiBXyVc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:38:09	9a8fbb8da0e5202ddad9649f8464ce4f:rmbCw2zTXXjHP9SojTMkUR59wYQV85bC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:39:55	a12bbd03affa7334f36c1e643e56136f:JQZZgdj9E8TYSbXglbhvhu9r6JIvGIxl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:40:48	b24192bf454989bb937c03a03e138fdf:Z62f9aEH3m4LRGG8sfwn6DpwxYHM9D4w	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:41:50	c9fb6cbb9cbcea7e5c7fa5876138968a:HPVPxxv5LJSb0NucOaClkTWvNw8AcXTs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:42:41	e2dedfe01b8158e0a33666f4592aab1a:wAYaUKCPTrD0Dl7sBqcurJYOQalcDfk1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:43:29	96beaff174e2fc7fa07ff6b7074573a5:AyRrNCjOtbSESiksXAEe2YBqj8HVK2G3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:44:48	dd6eb82e8011d5c073097840234c6f23:VpVtyyX5kkgTOmDneXtsytspmUU0ISBJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:45:34	fd651cafb0a71ee160f7c1445bae06b7:1X0CorjznOtU4DloOX3k88bDATOVWyhE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:46:26	8ff2872d067f496ee60ce26f2e941477:2uV3aiCBvvRAyyvy3H0Doej3jGs8i0T7	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.137.26.154
2018-04-24 12:46:29	352eac37fe85a9fae2988915cc895794:HHKkpbocj2EZ6RwNiD6moGHH4PmpoMk5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:47:20	efc533681f0f9aaf18c09a9595171e0b:7zROMPXKTQ6OJWodBr5bPIEYhUXtK8Nq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:48:13	4c7e857a2ea57e4e2bc26fcb434c2452:rl2y5zEF0TsIclrlV92xPk68yPUJLJqb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:49:02	56b91e2d19f04563c469462d202c3d51:WkYjfgXpLLjiKpfojHwr5XXOs65N1Kyt	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 12:50:34	2a4acc53db326e0b9f7fd98bfd94a88d:E9CKWaa77Bo7bBlVCwDggow9ZThlI8iu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
